"codigo","nome","sexo","pais_origem","data_nascimento","raca_id","numerorgpai","numerorgmae"
"FSC13483","Vaca13483","F","BR","2018-01-14","Raça 01","",""
"FSC13484","Vaca13484","F","BR","2018-01-14","Raça 01","",""
"FSC13486","Vaca13486","F","BR","2018-01-17","Raça 01","",""
"FSC13487","Vaca13487","F","BR","2018-01-17","Raça 01","",""
"FSC13488","Vaca13488","F","BR","2018-01-25","Raça 01","",""
"FSC13489","Vaca13489","F","BR","2018-01-26","Raça 01","",""
"FSC13492","Vaca13492","F","BR","2018-02-17","Raça 01","",""
"FSC13495","Vaca13495","F","BR","2018-02-14","Raça 01","",""
"FSC13496","Vaca13496","F","BR","2018-02-14","Raça 01","",""
"FSC13499","Vaca13499","F","BR","2018-01-18","Raça 01","",""
"FSC13501","Vaca13501","F","BR","2018-08-02","Raça 01","",""
"FSC13502","Vaca13502","F","BR","2018-12-02","Raça 01","",""
"FSC13503","Vaca13503","F","BR","2018-02-16","Raça 01","",""
"FSC13504","Vaca13504","F","BR","2018-11-01","Raça 01","",""
"FSC13505","Vaca13505","F","BR","2018-11-01","Raça 01","",""
"FSC13507","Vaca13507","F","BR","2018-12-01","Raça 01","",""
"FSC13510","Vaca13510","F","BR","2018-01-15","Raça 01","",""
"FSC13513","Vaca13513","F","BR","2018-01-19","Raça 01","",""
"FSC13515","Vaca13515","F","BR","2018-01-19","Raça 01","",""
"FSC13518","Vaca13518","F","BR","2018-02-16","Raça 01","",""
"FSC13519","Vaca13519","F","BR","2018-02-02","Raça 01","",""
"FSC13521","Vaca13521","F","BR","2018-12-01","Raça 01","",""
"FSC13522","Vaca13522","F","BR","2018-03-01","Raça 01","",""
"FSC13528","Vaca13528","F","BR","2018-09-01","Raça 01","",""
"FSC13529","Vaca13529","F","BR","2018-01-29","Raça 01","",""
"FSC13530","Vaca13530","F","BR","2018-01-29","Raça 01","",""
"FSC13531","Vaca13531","F","BR","2018-01-02","Raça 01","",""
"FSC13532","Vaca13532","F","BR","2018-03-02","Raça 01","",""
"FSC13533","Vaca13533","F","BR","2018-04-02","Raça 01","",""
"FSC13536","Vaca13536","F","BR","2018-12-01","Raça 01","",""
"FSC13539","Vaca13539","F","BR","2018-08-01","Raça 01","",""
"FSC13540","Vaca13540","F","BR","2018-04-01","Raça 01","",""
"FSC13544","Vaca13544","F","BR","2018-01-23","Raça 01","",""
"FSC13545","Vaca13545","F","BR","2018-01-24","Raça 01","",""
"FSC13547","Vaca13547","F","BR","2018-03-02","Raça 01","",""
"FSC13548","Vaca13548","F","BR","2018-05-02","Raça 01","",""
"FSC13549","Vaca13549","F","BR","2018-02-14","Raça 01","",""
"FSC13552","Vaca13552","F","BR","2018-02-01","Raça 01","",""
"FSC13553","Vaca13553","F","BR","2018-02-01","Raça 01","",""
"FSC13556","Vaca13556","F","BR","2018-06-01","Raça 01","",""
"FSC13557","Vaca13557","F","BR","2018-06-01","Raça 01","",""
"FSC13558","Vaca13558","F","BR","2018-12-01","Raça 01","",""
"FSC13559","Vaca13559","F","BR","2018-05-01","Raça 01","",""
"FSC13560","Vaca13560","F","BR","2018-01-21","Raça 01","",""
"FSC13561","Vaca13561","F","BR","2018-01-22","Raça 01","",""
"FSC13564","Vaca13564","F","BR","2018-03-01","Raça 01","",""
"FSC13565","Vaca13565","F","BR","2018-01-22","Raça 01","",""
"FSC13566","Vaca13566","F","BR","2018-01-27","Raça 01","",""
"FSC13568","Vaca13568","F","BR","2018-01-22","Raça 01","",""
"FSC13570","Vaca13570","F","BR","2018-01-23","Raça 01","",""
"FSC13574","Vaca13574","F","BR","2018-01-27","Raça 01","",""
"FSC13575","Vaca13575","F","BR","2018-01-27","Raça 01","",""
"FSC13577","Vaca13577","F","BR","2018-01-28","Raça 01","",""
"FSC13578","Vaca13578","F","BR","2018-01-31","Raça 01","",""
"FSC13579","Vaca13579","F","BR","2018-01-31","Raça 01","",""
"FSC13580","Vaca13580","F","BR","2018-01-02","Raça 01","",""
"FSC13583","Vaca13583","F","BR","2018-03-02","Raça 01","",""
"FSC13584","Vaca13584","F","BR","2018-06-02","Raça 01","",""
"FSC13585","Vaca13585","F","BR","2018-07-02","Raça 01","",""
"FSC13586","Vaca13586","F","BR","2018-07-02","Raça 01","",""
"FSC13588","Vaca13588","F","BR","2018-09-02","Raça 01","",""
"FSC13590","Vaca13590","F","BR","2018-11-02","Raça 01","",""
"FSC13591","Vaca13591","F","BR","2018-11-02","Raça 01","",""
"FSC13592","Vaca13592","F","BR","2018-12-02","Raça 01","",""
"FSC13595","Vaca13595","F","BR","2018-12-02","Raça 01","",""
"FSC13596","Vaca13596","F","BR","2018-02-13","Raça 01","",""
"FSC13598","Vaca13598","F","BR","2018-02-13","Raça 01","",""
"FSC13599","Vaca13599","F","BR","2018-02-15","Raça 01","",""
"FSC13600","Vaca13600","F","BR","2018-02-15","Raça 01","",""
"FSC13601","Vaca13601","F","BR","2018-02-16","Raça 01","",""
"FSC13602","Vaca13602","F","BR","2018-01-22","Raça 01","",""
"FSC13603","Vaca13603","F","BR","2018-01-23","Raça 01","",""
"FSC13605","Vaca13605","F","BR","2018-08-02","Raça 01","",""
"FSC13606","Vaca13606","F","BR","2018-10-02","Raça 01","",""
"FSC13607","Vaca13607","F","BR","2018-11-02","Raça 01","",""
"FSC13608","Vaca13608","F","BR","2018-12-02","Raça 01","",""
"FSC13609","Vaca13609","F","BR","2018-02-16","Raça 01","",""
"FSC13610","Vaca13610","F","BR","2018-02-17","Raça 01","",""
"FSC13611","Vaca13611","F","BR","2018-02-18","Raça 01","",""
"FSC13612","Vaca13612","F","BR","2018-02-24","Raça 01","",""
"FSC13613","Vaca13613","F","BR","2018-02-26","Raça 01","",""
"FSC13614","Vaca13614","F","BR","2018-01-25","Raça 01","",""
"FSC13616","Vaca13616","F","BR","2018-01-14","Raça 01","",""
"FSC13620","Vaca13620","F","BR","2018-01-27","Raça 01","",""
"FSC13624","Vaca13624","F","BR","2018-02-20","Raça 01","",""
"FSC13627","Vaca13627","F","BR","2018-07-07","Raça 01","",""
"FSC13628","Vaca13628","F","BR","2018-02-23","Raça 01","",""
"FSC13629","Vaca13629","F","BR","2018-02-25","Raça 01","",""
"FSC13632","Vaca13632","F","BR","2018-01-13","Raça 01","",""
"FSC13633","Vaca13633","F","BR","2018-01-28","Raça 01","",""
"FSC13640","Vaca13640","F","BR","2018-04-01","Raça 01","",""
"FSC13641","Vaca13641","F","BR","2018-09-01","Raça 01","",""
"FSC13642","Vaca13642","F","BR","2018-02-24","Raça 01","",""
"FSC13644","Vaca13644","F","BR","2018-07-01","Raça 01","",""
"FSC13645","Vaca13645","F","BR","2018-01-01","Raça 01","",""
"FSC13646","Vaca13646","F","BR","2018-08-01","Raça 01","",""
"FSC13647","Vaca13647","F","BR","2018-03-01","Raça 01","",""
"FSC13648","Vaca13648","F","BR","2018-05-01","Raça 01","",""
"FSC13650","Vaca13650","F","BR","2018-08-01","Raça 01","",""
"FSC13651","Vaca13651","F","BR","2018-09-01","Raça 01","",""
"FSC13652","Vaca13652","F","BR","2018-11-01","Raça 01","",""
"FSC13654","Vaca13654","F","BR","2018-01-16","Raça 01","",""
"FSC13655","Vaca13655","F","BR","2018-01-19","Raça 01","",""
"FSC13656","Vaca13656","F","BR","2018-01-22","Raça 01","",""
"FSC13658","Vaca13658","F","BR","2018-01-28","Raça 01","",""
"FSC13659","Vaca13659","F","BR","2018-01-28","Raça 01","",""
"FSC13661","Vaca13661","F","BR","2018-07-15","Raça 01","",""
"FSC13662","Vaca13662","F","BR","2018-03-02","Raça 01","",""
"FSC13663","Vaca13663","F","BR","2018-03-02","Raça 01","",""
"FSC13667","Vaca13667","F","BR","2018-10-02","Raça 01","",""
"FSC13669","Vaca13669","F","BR","2018-11-02","Raça 01","",""
"FSC13670","Vaca13670","F","BR","2018-12-02","Raça 01","",""
"FSC13672","Vaca13672","F","BR","2018-02-14","Raça 01","",""
"FSC13673","Vaca13673","F","BR","2018-02-14","Raça 01","",""
"FSC13674","Vaca13674","F","BR","2018-02-15","Raça 01","",""
"FSC13677","Vaca13677","F","BR","2018-02-17","Raça 01","",""
"FSC13678","Vaca13678","F","BR","2018-02-18","Raça 01","",""
"FSC13680","Vaca13680","F","BR","2018-02-17","Raça 01","",""
"FSC13681","Vaca13681","F","BR","2018-02-25","Raça 01","",""
"FSC13682","Vaca13682","F","BR","2018-04-01","Raça 01","",""
"FSC13684","Vaca13684","F","BR","2018-06-01","Raça 01","",""
"FSC13685","Vaca13685","F","BR","2018-07-01","Raça 01","",""
"FSC13686","Vaca13686","F","BR","2018-07-01","Raça 01","",""
"FSC13687","Vaca13687","F","BR","2018-11-01","Raça 01","",""
"FSC13688","Vaca13688","F","BR","2018-01-15","Raça 01","",""
"FSC13689","Vaca13689","F","BR","2018-01-23","Raça 01","",""
"FSC13691","Vaca13691","F","BR","2018-01-28","Raça 01","",""
"FSC13692","Vaca13692","F","BR","2018-04-02","Raça 01","",""
"FSC13693","Vaca13693","F","BR","2018-06-02","Raça 01","",""
"FSC13694","Vaca13694","F","BR","2018-01-01","Raça 01","",""
"FSC13695","Vaca13695","F","BR","2018-06-01","Raça 01","",""
"FSC13696","Vaca13696","F","BR","2018-07-01","Raça 01","",""
"FSC13700","Vaca13700","F","BR","2018-01-24","Raça 01","",""
"FSC13702","Vaca13702","F","BR","2018-03-02","Raça 01","",""
"FSC13704","Vaca13704","F","BR","2018-10-02","Raça 01","",""
"FSC13706","Vaca13706","F","BR","2018-01-30","Raça 01","",""
"FSC13708","Vaca13708","F","BR","2018-05-02","Raça 01","",""
"FSC13709","Vaca13709","F","BR","2018-02-15","Raça 01","",""
"FSC13710","Vaca13710","F","BR","2018-03-02","Raça 01","",""
"FSC13712","Vaca13712","F","BR","2018-11-01","Raça 01","",""
"FSC13714","Vaca13714","F","BR","2018-02-01","Raça 01","",""
"FSC13715","Vaca13715","F","BR","2018-02-01","Raça 01","",""
"FSC13716","Vaca13716","F","BR","2018-08-01","Raça 01","",""
"FSC13717","Vaca13717","F","BR","2018-12-01","Raça 01","",""
"FSC13718","Vaca13718","F","BR","2018-01-13","Raça 01","",""
"FSC13719","Vaca13719","F","BR","2018-01-14","Raça 01","",""
"FSC13721","Vaca13721","F","BR","2018-01-23","Raça 01","",""
"FSC13722","Vaca13722","F","BR","2018-01-01","Raça 01","",""
"FSC13723","Vaca13723","F","BR","2018-02-01","Raça 01","",""
"FSC13724","Vaca13724","F","BR","2018-05-01","Raça 01","",""
"FSC13725","Vaca13725","F","BR","2018-11-01","Raça 01","",""
"FSC13728","Vaca13728","F","BR","2018-01-28","Raça 01","",""
"FSC13729","Vaca13729","F","BR","2018-01-30","Raça 01","",""
"FSC13730","Vaca13730","F","BR","2018-02-02","Raça 01","",""
"FSC13731","Vaca13731","F","BR","2018-04-02","Raça 01","",""
"FSC13732","Vaca13732","F","BR","2018-04-02","Raça 01","",""
"FSC13733","Vaca13733","F","BR","2018-05-02","Raça 01","",""
"FSC13734","Vaca13734","F","BR","2018-06-02","Raça 01","",""
"FSC13736","Vaca13736","F","BR","2018-02-13","Raça 01","",""
"FSC13737","Vaca13737","F","BR","2018-02-13","Raça 01","",""
"FSC13738","Vaca13738","F","BR","2018-02-17","Raça 01","",""
"FSC13740","Vaca13740","F","BR","2018-02-25","Raça 01","",""
"FSC13741","Vaca13741","F","BR","2018-02-26","Raça 01","",""
"FSC13742","Vaca13742","F","BR","2018-03-02","Raça 01","",""
"FSC13743","Vaca13743","F","BR","2018-05-02","Raça 01","",""
"FSC13744","Vaca13744","F","BR","2018-08-02","Raça 01","",""
"FSC13746","Vaca13746","F","BR","2018-01-14","Raça 01","",""
"FSC13748","Vaca13748","F","BR","2018-01-30","Raça 01","",""
"FSC13749","Vaca13749","F","BR","2018-12-01","Raça 01","",""
"FSC13751","Vaca13751","F","BR","2018-03-02","Raça 01","",""
"FSC13752","Vaca13752","F","BR","2018-02-20","Raça 01","",""
"FSC13754","Vaca13754","F","BR","2018-08-02","Raça 01","",""
"FSC13755","Vaca13755","F","BR","2018-12-02","Raça 01","",""
"FSC13756","Vaca13756","F","BR","2018-02-18","Raça 01","",""
"FSC13757","Vaca13757","F","BR","2018-01-18","Raça 01","",""
"FSC13759","Vaca13759","F","BR","2018-01-21","Raça 01","",""
"FSC13760","Vaca13760","F","BR","2018-01-28","Raça 01","",""
"FSC13762","Vaca13762","F","BR","2018-07-02","Raça 01","",""
"FSC13763","Vaca13763","F","BR","2018-07-02","Raça 01","",""
"FSC13764","Vaca13764","F","BR","2018-02-15","Raça 01","",""
"FSC13767","Vaca13767","F","BR","2018-06-02","Raça 01","",""
"FSC13768","Vaca13768","F","BR","2018-02-18","Raça 01","",""
"FSC13769","Vaca13769","F","BR","2018-01-29","Raça 01","",""
"FSC13770","Vaca13770","F","BR","2018-01-29","Raça 01","",""
"FSC13771","Vaca13771","F","BR","2018-01-28","Raça 01","",""
"FSC13776","Vaca13776","F","BR","2018-01-13","Raça 01","",""
"FSC13777","Vaca13777","F","BR","2018-12-01","Raça 01","",""
"FSC13778","Vaca13778","F","BR","2018-01-21","Raça 01","",""
"FSC13779","Vaca13779","F","BR","2018-01-22","Raça 01","",""
"FSC13780","Vaca13780","F","BR","2018-01-30","Raça 01","",""
"FSC13781","Vaca13781","F","BR","2018-08-02","Raça 01","",""
"FSC13788","Vaca13788","F","BR","2018-03-03","Raça 01","",""
"FSC13789","Vaca13789","F","BR","2018-06-03","Raça 01","",""
"FSC13793","Vaca13793","F","BR","2018-01-02","Raça 01","",""
"FSC13794","Vaca13794","F","BR","2018-04-02","Raça 01","",""
"FSC13796","Vaca13796","F","BR","2018-02-26","Raça 01","",""
"FSC13798","Vaca13798","F","BR","2018-02-22","Raça 01","",""
"FSC13799","Vaca13799","F","BR","2018-02-23","Raça 01","",""
"FSC13801","Vaca13801","F","BR","2018-06-03","Raça 01","",""
"FSC13802","Vaca13802","F","BR","2018-08-03","Raça 01","",""
"FSC13803","Vaca13803","F","BR","2018-02-19","Raça 01","",""
"FSC13808","Vaca13808","F","BR","2018-02-16","Raça 01","",""
"FSC13809","Vaca13809","F","BR","2018-02-18","Raça 01","",""
"FSC13810","Vaca13810","F","BR","2018-01-03","Raça 01","",""
"FSC13812","Vaca13812","F","BR","2018-01-19","Raça 01","",""
"FSC13813","Vaca13813","F","BR","2018-01-28","Raça 01","",""
"FSC13814","Vaca13814","F","BR","2018-01-28","Raça 01","",""
"FSC13816","Vaca13816","F","BR","2018-01-02","Raça 01","",""
"FSC13817","Vaca13817","F","BR","2018-03-02","Raça 01","",""
"FSC13818","Vaca13818","F","BR","2018-04-02","Raça 01","",""
"FSC13819","Vaca13819","F","BR","2018-05-02","Raça 01","",""
"FSC13820","Vaca13820","F","BR","2018-06-02","Raça 01","",""
"FSC13821","Vaca13821","F","BR","2018-12-02","Raça 01","",""
"FSC13822","Vaca13822","F","BR","2018-02-15","Raça 01","",""
"FSC13823","Vaca13823","F","BR","2018-02-23","Raça 01","",""
"FSC13824","Vaca13824","F","BR","2018-01-16","Raça 01","",""
"FSC13825","Vaca13825","F","BR","2018-09-01","Raça 01","",""
"FSC13826","Vaca13826","F","BR","2018-01-15","Raça 01","",""
"FSC13827","Vaca13827","F","BR","2018-01-25","Raça 01","",""
"FSC13828","Vaca13828","F","BR","2018-01-30","Raça 01","",""
"FSC13832","Vaca13832","F","BR","2018-10-02","Raça 01","",""
"FSC13835","Vaca13835","F","BR","2018-02-25","Raça 01","",""
"FSC13836","Vaca13836","F","BR","2018-02-25","Raça 01","",""
"FSC13839","Vaca13839","F","BR","2018-05-02","Raça 01","",""
"FSC13840","Vaca13840","F","BR","2018-11-02","Raça 01","",""
"FSC13841","Vaca13841","F","BR","2018-02-18","Raça 01","",""
"FSC13842","Vaca13842","F","BR","2018-04-02","Raça 01","",""
"FSC13843","Vaca13843","F","BR","2018-10-02","Raça 01","",""
"FSC13848","Vaca13848","F","BR","2018-01-01","Raça 01","",""
"FSC13849","Vaca13849","F","BR","2018-02-01","Raça 01","",""
"FSC13854","Vaca13854","F","BR","2018-05-02","Raça 01","",""
"FSC13855","Vaca13855","F","BR","2018-06-02","Raça 01","",""
"FSC13856","Vaca13856","F","BR","2018-06-02","Raça 01","",""
"FSC13858","Vaca13858","F","BR","2018-08-02","Raça 01","",""
"FSC13859","Vaca13859","F","BR","2018-02-18","Raça 01","",""
"FSC13861","Vaca13861","F","BR","2018-02-19","Raça 01","",""
"FSC13862","Vaca13862","F","BR","2018-02-19","Raça 01","",""
"FSC13863","Vaca13863","F","BR","2018-02-20","Raça 01","",""
"FSC13864","Vaca13864","F","BR","2018-02-20","Raça 01","",""
"FSC13865","Vaca13865","F","BR","2018-02-20","Raça 01","",""
"FSC13867","Vaca13867","F","BR","2018-02-23","Raça 01","",""
"FSC13868","Vaca13868","F","BR","2018-02-28","Raça 01","",""
"FSC13870","Vaca13870","F","BR","2018-10-02","Raça 01","",""
"FSC13871","Vaca13871","F","BR","2018-02-13","Raça 01","",""
"FSC13872","Vaca13872","F","BR","2018-12-01","Raça 01","",""
"FSC13873","Vaca13873","F","BR","2018-02-17","Raça 01","",""
"FSC13875","Vaca13875","F","BR","2018-02-17","Raça 01","",""
"FSC13878","Vaca13878","F","BR","2018-01-28","Raça 01","",""
"FSC13879","Vaca13879","F","BR","2018-02-02","Raça 01","",""
"FSC13882","Vaca13882","F","BR","2018-08-02","Raça 01","",""
"FSC13883","Vaca13883","F","BR","2018-09-02","Raça 01","",""
"FSC13884","Vaca13884","F","BR","2018-02-20","Raça 01","",""
"FSC13885","Vaca13885","F","BR","2018-02-21","Raça 01","",""
"FSC13886","Vaca13886","F","BR","2018-02-22","Raça 01","",""
"FSC13887","Vaca13887","F","BR","2018-02-23","Raça 01","",""
"FSC13888","Vaca13888","F","BR","2018-08-03","Raça 01","",""
"FSC13890","Vaca13890","F","BR","2018-10-03","Raça 01","",""
"FSC13891","Vaca13891","F","BR","2018-12-03","Raça 01","",""
"FSC13893","Vaca13893","F","BR","2018-05-02","Raça 01","",""
"FSC13894","Vaca13894","F","BR","2018-02-27","Raça 01","",""
"FSC13895","Vaca13895","F","BR","2018-02-28","Raça 01","",""
"FSC13896","Vaca13896","F","BR","2018-03-03","Raça 01","",""
"FSC13897","Vaca13897","F","BR","2018-07-03","Raça 01","",""
"FSC13898","Vaca13898","F","BR","2018-09-03","Raça 01","",""
"FSC13899","Vaca13899","F","BR","2018-02-15","Raça 01","",""
"FSC13900","Vaca13900","F","BR","2018-02-17","Raça 01","",""
"FSC13901","Vaca13901","F","BR","2018-02-24","Raça 01","",""
"FSC13902","Vaca13902","F","BR","2018-02-24","Raça 01","",""
"FSC13903","Vaca13903","F","BR","2018-02-16","Raça 01","",""
"FSC13905","Vaca13905","F","BR","2018-06-02","Raça 01","",""
"FSC13906","Vaca13906","F","BR","2018-06-02","Raça 01","",""
"FSC13907","Vaca13907","F","BR","2018-02-21","Raça 01","",""
"FSC13908","Vaca13908","F","BR","2018-02-26","Raça 01","",""
"FSC13909","Vaca13909","F","BR","2018-07-03","Raça 01","",""
"FSC13910","Vaca13910","F","BR","2018-06-01","Raça 01","",""
"FSC13912","Vaca13912","F","BR","2018-01-27","Raça 01","",""
"FSC13913","Vaca13913","F","BR","2018-07-02","Raça 01","",""
"FSC13919","Vaca13919","F","BR","2018-01-16","Raça 01","",""
"FSC13921","Vaca13921","F","BR","2018-01-23","Raça 01","",""
"FSC13922","Vaca13922","F","BR","2018-01-27","Raça 01","",""
"FSC13923","Vaca13923","F","BR","2018-05-02","Raça 01","",""
"FSC13924","Vaca13924","F","BR","2018-06-02","Raça 01","",""
"FSC13926","Vaca13926","F","BR","2018-02-13","Raça 01","",""
"FSC13927","Vaca13927","F","BR","2018-02-13","Raça 01","",""
"FSC13928","Vaca13928","F","BR","2018-02-18","Raça 01","",""
"FSC13929","Vaca13929","F","BR","2018-02-19","Raça 01","",""
"FSC13931","Vaca13931","F","BR","2018-01-24","Raça 01","",""
"FSC13934","Vaca13934","F","BR","2018-04-01","Raça 01","",""
"FSC13935","Vaca13935","F","BR","2018-06-01","Raça 01","",""
"FSC13937","Vaca13937","F","BR","2018-11-01","Raça 01","",""
"FSC13939","Vaca13939","F","BR","2018-12-01","Raça 01","",""
"FSC13940","Vaca13940","F","BR","2018-01-13","Raça 01","",""
"FSC13941","Vaca13941","F","BR","2018-01-31","Raça 01","",""
"FSC13942","Vaca13942","F","BR","2018-05-02","Raça 01","",""
"FSC13947","Vaca13947","F","BR","2018-02-24","Raça 01","",""
"FSC13949","Vaca13949","F","BR","2018-02-25","Raça 01","",""
"FSC13951","Vaca13951","F","BR","2018-02-28","Raça 01","",""
"FSC13952","Vaca13952","F","BR","2018-02-28","Raça 01","",""
"FSC13953","Vaca13953","F","BR","2018-02-03","Raça 01","",""
"FSC13954","Vaca13954","F","BR","2018-03-03","Raça 01","",""
"FSC13955","Vaca13955","F","BR","2018-05-03","Raça 01","",""
"FSC13957","Vaca13957","F","BR","2018-08-03","Raça 01","",""
"FSC13958","Vaca13958","F","BR","2018-09-03","Raça 01","",""
"FSC13959","Vaca13959","F","BR","2018-11-03","Raça 01","",""
"FSC13961","Vaca13961","F","BR","2018-05-01","Raça 01","",""
"FSC13962","Vaca13962","F","BR","2018-09-01","Raça 01","",""
"FSC13963","Vaca13963","F","BR","2018-01-30","Raça 01","",""
"FSC13964","Vaca13964","F","BR","2018-03-02","Raça 01","",""
"FSC13965","Vaca13965","F","BR","2018-02-15","Raça 01","",""
"FSC13966","Vaca13966","F","BR","2018-02-23","Raça 01","",""
"FSC13969","Vaca13969","F","BR","2018-01-17","Raça 01","",""
"FSC13970","Vaca13970","F","BR","2018-01-17","Raça 01","",""
"FSC13971","Vaca13971","F","BR","2018-01-19","Raça 01","",""
"FSC13972","Vaca13972","F","BR","2018-07-01","Raça 01","",""
"FSC13974","Vaca13974","F","BR","2018-10-01","Raça 01","",""
